Date,Region,Category,Product,Quantity,UnitPrice,Revenue,Profit
2024-05-23,West,Clothing,Shoes,12,34.01,408.12,55.06
2024-05-23,South,Clothing,Shoes,13,42.15,547.95,88.31
2024-05-23,West,Electronics,Smartphone,11,111.75,1229.25,225.54
2024-05-23,West,Toys,Doll,8,52.19,417.52,87.48
2024-05-23,West,Electronics,Smartphone,9,287.17,2584.53,820.34
2024-05-23,South,Groceries,Rice,13,25.57,332.41,37.31
2024-05-23,North,Toys,Action Figure,6,59.74,358.44,122.46
2024-05-23,East,Groceries,Oil,13,25.33,329.29,49.88
2024-05-24,West,Electronics,Headphones,9,106.75,960.75,247.0
2024-05-24,West,Toys,Board Game,4,48.84,195.36,22.99
2024-05-24,West,Toys,Doll,2,24.31,48.62,12.65
2024-05-24,North,Groceries,Snacks,1,38.39,38.39,11.27
2024-05-24,West,Toys,Action Figure,8,17.21,137.68,39.89
2024-05-24,East,Toys,Puzzle,12,54.75,657.0,159.97
2024-05-25,South,Groceries,Rice,11,36.91,406.01,40.84
2024-05-25,South,Groceries,Rice,2,24.76,49.52,8.24
2024-05-25,South,Groceries,Oil,10,12.2,122.0,28.84
2024-05-25,West,Furniture,Table,5,177.92,889.6,109.65
2024-05-26,West,Furniture,Table,7,153.52,1074.64,280.33
2024-05-26,West,Toys,Action Figure,4,18.25,73.0,9.57
2024-05-26,South,Furniture,Sofa,2,406.94,813.88,89.32
2024-05-27,South,Clothing,Jacket,1,49.86,49.86,13.61
2024-05-27,West,Toys,Puzzle,14,54.35,760.9,128.41
2024-05-27,East,Electronics,Smartwatch,9,401.31,3611.79,756.46
2024-05-27,South,Clothing,Shoes,3,16.88,50.64,8.09
2024-05-27,West,Furniture,Bed,1,554.35,554.35,155.36
2024-05-27,West,Furniture,Bed,6,405.91,2435.46,744.64
2024-05-27,South,Electronics,Laptop,11,343.53,3778.83,1237.16
2024-05-28,South,Groceries,Rice,4,12.4,49.6,16.93
2024-05-28,East,Clothing,Jacket,5,63.9,319.5,36.88
2024-05-28,South,Furniture,Bed,1,504.3,504.3,61.57
2024-05-28,North,Toys,Puzzle,10,55.31,553.1,74.36
2024-05-28,East,Toys,Board Game,7,39.04,273.28,90.78
2024-05-28,North,Furniture,Table,2,397.79,795.58,151.32
2024-05-28,West,Electronics,Smartphone,2,336.79,673.58,147.27
2024-05-28,East,Electronics,Smartwatch,14,436.52,6111.28,1703.45
2024-05-28,East,Groceries,Rice,11,10.05,110.55,35.2
2024-05-29,West,Electronics,Smartphone,14,145.18,2032.52,690.93
2024-05-29,South,Toys,Board Game,4,44.49,177.96,59.86
2024-05-29,West,Clothing,Jeans,10,46.76,467.6,63.77
2024-05-29,South,Clothing,T-Shirt,5,26.31,131.55,20.94
2024-05-29,East,Toys,Board Game,12,11.46,137.52,32.36
2024-05-30,South,Groceries,Snacks,11,36.91,406.01,85.41
2024-05-30,East,Toys,Board Game,1,45.93,45.93,11.32
2024-05-30,North,Clothing,Shoes,8,15.72,125.76,27.14
2024-05-31,North,Groceries,Oil,7,36.45,255.15,84.83
2024-05-31,South,Clothing,Jeans,5,64.46,322.3,106.89
2024-05-31,East,Clothing,Shoes,3,18.77,56.31,10.68
2024-05-31,West,Clothing,Jacket,1,40.09,40.09,6.91
2024-06-01,West,Furniture,Bed,5,132.24,661.2,70.2
2024-06-01,North,Electronics,Smartwatch,8,225.23,1801.84,306.89
2024-06-01,East,Groceries,Beverages,12,17.81,213.72,37.37
2024-06-01,West,Groceries,Rice,8,33.89,271.12,80.66
2024-06-01,North,Furniture,Sofa,9,547.49,4927.41,657.84
2024-06-01,North,Toys,Doll,1,34.19,34.19,11.09
2024-06-02,South,Furniture,Table,11,491.48,5406.28,1628.8
2024-06-02,West,Groceries,Snacks,14,11.4,159.6,54.46
2024-06-02,East,Groceries,Oil,7,38.61,270.27,27.97
2024-06-02,West,Groceries,Rice,9,25.98,233.82,76.18
2024-06-02,North,Electronics,Smartwatch,4,274.54,1098.16,243.05
2024-06-02,North,Electronics,Smartphone,9,418.66,3767.94,455.72
2024-06-02,West,Furniture,Chair,3,211.66,634.98,193.32
2024-06-02,West,Clothing,Jeans,5,24.46,122.3,32.69
2024-06-02,East,Clothing,Jacket,2,30.78,61.56,17.92
2024-06-03,North,Groceries,Snacks,12,8.54,102.48,30.46
2024-06-03,North,Groceries,Oil,4,16.2,64.8,12.72
2024-06-03,North,Furniture,Sofa,4,163.65,654.6,189.65
2024-06-03,South,Furniture,Chair,14,326.76,4574.64,867.73
2024-06-03,North,Electronics,Smartphone,13,227.39,2956.07,921.4
2024-06-03,West,Electronics,Smartphone,7,299.38,2095.66,685.46
2024-06-03,South,Toys,Doll,8,57.46,459.68,81.03
2024-06-03,North,Electronics,Headphones,10,126.74,1267.4,218.74
2024-06-03,North,Furniture,Table,14,276.22,3867.08,622.08
2024-06-04,West,Electronics,Smartphone,4,378.95,1515.8,259.99
2024-06-04,West,Electronics,Laptop,7,303.68,2125.76,317.91
2024-06-04,North,Groceries,Snacks,6,20.01,120.06,20.04
2024-06-04,East,Clothing,Shoes,14,15.74,220.36,42.76
2024-06-04,South,Clothing,T-Shirt,4,28.88,115.52,19.21
2024-06-05,North,Toys,Action Figure,6,50.11,300.66,89.2
2024-06-05,West,Groceries,Oil,4,25.58,102.32,32.75
2024-06-05,South,Furniture,Bed,11,293.46,3228.06,837.2
2024-06-05,South,Electronics,Laptop,10,289.78,2897.8,837.85
2024-06-06,South,Electronics,Smartwatch,2,62.36,124.72,17.88
2024-06-06,East,Furniture,Sofa,7,466.54,3265.78,437.66
2024-06-06,South,Clothing,Jacket,6,74.62,447.72,51.68
2024-06-06,North,Clothing,Jacket,8,79.06,632.48,162.21
2024-06-06,North,Groceries,Oil,1,23.45,23.45,3.5
2024-06-06,South,Furniture,Sofa,2,137.27,274.54,44.0
2024-06-06,North,Clothing,Shoes,14,16.29,228.06,34.15
2024-06-06,West,Electronics,Smartphone,8,471.87,3774.96,575.03
2024-06-07,West,Toys,Puzzle,8,14.52,116.16,39.14
2024-06-07,North,Groceries,Snacks,12,32.61,391.32,106.88
2024-06-07,South,Furniture,Bed,4,159.77,639.08,123.56
2024-06-07,East,Toys,Action Figure,9,28.96,260.64,29.14
2024-06-07,West,Electronics,Laptop,5,104.62,523.1,171.49
2024-06-07,North,Electronics,Headphones,3,275.52,826.56,169.34
2024-06-08,South,Electronics,Laptop,7,349.62,2447.34,498.74
2024-06-08,West,Toys,Board Game,9,33.19,298.71,42.86
2024-06-08,West,Furniture,Bed,11,402.18,4423.98,1367.33
2024-06-08,North,Toys,Action Figure,1,33.1,33.1,10.78
2024-06-08,East,Electronics,Headphones,12,491.64,5899.68,1959.24
2024-06-08,North,Toys,Action Figure,2,41.1,82.2,20.69
2024-06-08,South,Toys,Board Game,6,45.68,274.08,41.63
2024-06-08,West,Toys,Puzzle,8,25.15,201.2,57.57
2024-06-08,East,Furniture,Table,2,538.25,1076.5,130.06
2024-06-09,North,Clothing,T-Shirt,14,59.22,829.08,200.14
2024-06-09,West,Electronics,Smartwatch,5,219.29,1096.45,253.35
2024-06-09,North,Groceries,Oil,4,16.98,67.92,12.13
2024-06-09,North,Electronics,Smartphone,5,63.18,315.9,38.02
2024-06-10,North,Clothing,Shoes,9,38.61,347.49,97.05
2024-06-10,East,Toys,Board Game,6,30.72,184.32,53.57
2024-06-10,South,Groceries,Oil,13,27.58,358.54,73.3
2024-06-10,East,Electronics,Laptop,7,173.15,1212.05,278.23
2024-06-11,East,Furniture,Sofa,7,576.61,4036.27,717.64
2024-06-11,North,Groceries,Rice,7,13.41,93.87,23.05
2024-06-11,West,Furniture,Sofa,11,556.29,6119.19,906.7
2024-06-11,North,Furniture,Table,14,510.36,7145.04,2303.98
2024-06-11,East,Clothing,Jacket,5,58.31,291.55,66.21
2024-06-12,North,Toys,Puzzle,13,46.36,602.68,155.76
2024-06-12,South,Toys,Puzzle,1,32.03,32.03,10.07
2024-06-12,North,Electronics,Smartphone,1,296.95,296.95,68.5
2024-06-12,North,Furniture,Sofa,8,104.85,838.8,263.5
2024-06-12,West,Clothing,Jeans,1,31.77,31.77,9.51
2024-06-12,North,Toys,Doll,6,31.8,190.8,26.56
2024-06-12,South,Groceries,Oil,2,22.25,44.5,7.26
2024-06-12,West,Groceries,Snacks,9,24.68,222.12,29.22
2024-06-13,North,Toys,Board Game,14,17.2,240.8,84.25
2024-06-13,North,Toys,Puzzle,6,59.84,359.04,74.53
2024-06-13,South,Clothing,T-Shirt,14,52.04,728.56,197.66
2024-06-13,West,Electronics,Smartwatch,1,169.35,169.35,19.28
2024-06-13,East,Groceries,Snacks,12,38.13,457.56,97.13
2024-06-13,North,Toys,Doll,6,15.85,95.1,22.07
2024-06-13,North,Groceries,Oil,5,17.59,87.95,11.27
2024-06-13,East,Toys,Board Game,2,13.29,26.58,7.35
2024-06-14,South,Furniture,Sofa,1,293.89,293.89,67.91
2024-06-14,West,Clothing,Jeans,13,15.6,202.8,61.23
2024-06-14,South,Electronics,Smartwatch,4,301.83,1207.32,384.56
2024-06-14,North,Clothing,Jacket,2,45.59,91.18,31.47
2024-06-14,North,Groceries,Rice,11,21.51,236.61,77.36
2024-06-14,West,Groceries,Rice,5,17.79,88.95,28.95
2024-06-14,South,Toys,Action Figure,8,34.98,279.84,32.28
2024-06-14,West,Furniture,Chair,2,583.01,1166.02,260.85
2024-06-14,South,Groceries,Rice,9,13.42,120.78,21.66
2024-06-15,North,Clothing,Shoes,4,28.11,112.44,11.29
2024-06-15,East,Furniture,Chair,4,175.58,702.32,97.42
2024-06-15,North,Toys,Action Figure,4,47.38,189.52,45.0
2024-06-15,West,Electronics,Laptop,1,85.33,85.33,14.31
2024-06-15,West,Clothing,Jeans,12,45.21,542.52,122.31
2024-06-15,East,Groceries,Snacks,6,6.72,40.32,8.61
2024-06-15,West,Groceries,Snacks,8,21.9,175.2,18.8
2024-06-16,West,Groceries,Oil,13,24.27,315.51,72.58
2024-06-16,North,Clothing,Jeans,2,19.03,38.06,12.08
2024-06-16,North,Clothing,T-Shirt,10,14.0,140.0,34.66
2024-06-16,South,Furniture,Bed,10,418.97,4189.7,1222.52
2024-06-16,East,Furniture,Chair,14,369.05,5166.7,1048.86
2024-06-16,East,Clothing,Shoes,4,75.09,300.36,75.82
2024-06-17,East,Furniture,Sofa,9,393.03,3537.27,433.75
2024-06-17,North,Electronics,Smartphone,11,234.77,2582.47,315.56
2024-06-17,East,Toys,Puzzle,2,36.06,72.12,9.91
2024-06-17,South,Groceries,Oil,14,25.03,350.42,100.43
2024-06-17,North,Clothing,Jacket,7,15.1,105.7,17.95
2024-06-17,West,Toys,Puzzle,8,52.94,423.52,109.46
2024-06-17,East,Groceries,Oil,8,14.14,113.12,11.81
2024-06-18,North,Furniture,Bed,5,434.5,2172.5,651.18
2024-06-18,South,Electronics,Smartwatch,10,148.0,1480.0,392.89
2024-06-18,North,Clothing,T-Shirt,8,36.77,294.16,46.12
2024-06-18,North,Electronics,Smartphone,6,256.71,1540.26,501.85
2024-06-18,South,Clothing,Shoes,4,40.71,162.84,22.55
2024-06-18,East,Electronics,Headphones,14,159.64,2234.96,640.17
2024-06-18,North,Electronics,Laptop,13,318.23,4136.99,1248.61
2024-06-19,South,Furniture,Table,12,163.71,1964.52,659.97
2024-06-19,North,Groceries,Rice,2,10.0,20.0,5.2
2024-06-19,North,Furniture,Chair,7,118.52,829.64,167.57
2024-06-19,South,Toys,Doll,9,58.14,523.26,75.29
2024-06-19,West,Furniture,Chair,6,225.84,1355.04,191.08
2024-06-19,West,Furniture,Table,2,200.79,401.58,73.11
2024-06-20,East,Clothing,Jeans,12,13.49,161.88,16.8
2024-06-20,East,Groceries,Beverages,2,19.91,39.82,6.71
2024-06-20,South,Electronics,Smartphone,4,443.64,1774.56,543.85
2024-06-20,East,Furniture,Bed,6,215.09,1290.54,451.11
2024-06-20,West,Electronics,Laptop,13,94.12,1223.56,264.4
2024-06-20,East,Furniture,Table,11,508.62,5594.82,810.77
2024-06-20,West,Clothing,Jeans,6,10.9,65.4,10.39
2024-06-21,North,Furniture,Sofa,10,350.57,3505.7,1197.0
2024-06-21,West,Toys,Doll,6,58.11,348.66,60.14
2024-06-21,East,Toys,Board Game,2,17.83,35.66,6.83
2024-06-21,West,Groceries,Oil,11,25.5,280.5,80.31
2024-06-21,North,Groceries,Oil,14,19.57,273.98,32.31
2024-06-21,North,Groceries,Rice,10,29.14,291.4,66.16
2024-06-21,West,Toys,Board Game,14,53.64,750.96,228.02
2024-06-21,South,Clothing,T-Shirt,10,31.24,312.4,106.06
2024-06-22,South,Clothing,Jacket,9,53.4,480.6,71.23
2024-06-22,North,Clothing,Shoes,6,28.59,171.54,37.12
2024-06-22,East,Clothing,Jeans,10,75.57,755.7,200.14
2024-06-22,South,Toys,Board Game,9,54.81,493.29,148.81
2024-06-22,East,Toys,Puzzle,10,52.94,529.4,136.17
2024-06-23,East,Toys,Action Figure,3,28.86,86.58,28.21
2024-06-23,South,Furniture,Sofa,12,231.77,2781.24,541.9
2024-06-23,South,Furniture,Chair,11,530.33,5833.63,1823.76
2024-06-23,North,Electronics,Smartphone,12,327.0,3924.0,1018.42
2024-06-23,South,Electronics,Smartwatch,6,344.33,2065.98,232.09
2024-06-24,North,Groceries,Oil,5,15.7,78.5,7.94
2024-06-24,South,Groceries,Oil,1,13.0,13.0,3.75
2024-06-24,East,Electronics,Laptop,11,251.05,2761.55,743.75
2024-06-24,South,Toys,Action Figure,14,42.11,589.54,102.9
2024-06-24,North,Toys,Board Game,14,15.62,218.68,26.0
2024-06-24,North,Groceries,Beverages,6,15.24,91.44,17.23
2024-06-25,North,Groceries,Snacks,3,37.72,113.16,19.89
2024-06-25,East,Clothing,Jeans,7,66.34,464.38,86.93
2024-06-25,West,Furniture,Sofa,3,426.86,1280.58,238.71
2024-06-26,South,Toys,Board Game,1,27.53,27.53,5.35
2024-06-26,South,Toys,Action Figure,3,10.77,32.31,4.58
2024-06-26,West,Groceries,Snacks,10,35.3,353.0,66.75
2024-06-26,South,Clothing,T-Shirt,4,61.8,247.2,49.55
2024-06-26,West,Toys,Puzzle,11,50.44,554.84,91.47
2024-06-26,South,Toys,Board Game,14,32.43,454.02,106.43
2024-06-26,South,Toys,Puzzle,4,56.64,226.56,27.09
2024-06-26,West,Clothing,Jacket,3,11.42,34.26,7.94
2024-06-26,North,Clothing,Jacket,3,29.1,87.3,20.86
2024-06-27,East,Clothing,T-Shirt,10,11.06,110.6,23.5
2024-06-27,East,Furniture,Chair,3,351.31,1053.93,110.52
2024-06-27,East,Clothing,Jeans,14,45.26,633.64,151.55
2024-06-27,North,Groceries,Snacks,1,19.24,19.24,2.08
2024-06-28,North,Electronics,Laptop,8,285.87,2286.96,660.93
2024-06-28,West,Furniture,Bed,1,514.5,514.5,81.89
2024-06-28,South,Furniture,Bed,1,598.01,598.01,106.56
2024-06-28,West,Groceries,Beverages,7,35.85,250.95,82.71
2024-06-28,North,Furniture,Table,2,241.74,483.48,49.65
2024-06-28,South,Furniture,Chair,13,357.7,4650.1,941.67
2024-06-28,North,Groceries,Rice,14,21.75,304.5,99.84
2024-06-29,East,Groceries,Rice,14,30.85,431.9,115.43
2024-06-29,North,Groceries,Oil,13,21.51,279.63,71.58
2024-06-29,West,Clothing,T-Shirt,8,45.4,363.2,58.04
2024-06-29,North,Groceries,Beverages,5,33.8,169.0,30.18
2024-06-29,North,Furniture,Table,5,339.77,1698.85,429.39
2024-06-29,West,Clothing,T-Shirt,5,42.08,210.4,67.69
2024-06-29,North,Groceries,Oil,3,8.53,25.59,5.48
2024-06-29,South,Furniture,Sofa,4,485.64,1942.56,305.03
2024-06-30,East,Groceries,Oil,3,22.57,67.71,15.0
2024-06-30,North,Electronics,Smartwatch,6,390.9,2345.4,507.49
2024-06-30,West,Clothing,T-Shirt,6,35.83,214.98,71.7
2024-06-30,East,Electronics,Smartwatch,14,270.81,3791.34,1234.59
2024-06-30,North,Groceries,Beverages,7,10.16,71.12,19.82
2024-06-30,South,Electronics,Laptop,4,55.1,220.4,75.38
2024-06-30,South,Clothing,Jacket,12,70.15,841.8,86.14
2024-06-30,North,Furniture,Chair,13,271.28,3526.64,966.19
2024-06-30,East,Furniture,Bed,14,550.9,7712.6,1796.91
2024-07-01,West,Groceries,Rice,5,35.2,176.0,55.15
2024-07-01,West,Clothing,Jacket,1,75.06,75.06,25.94
2024-07-01,West,Groceries,Oil,10,13.97,139.7,13.98
2024-07-01,West,Electronics,Headphones,8,385.19,3081.52,998.14
2024-07-01,West,Furniture,Sofa,10,303.69,3036.9,532.56
2024-07-02,South,Groceries,Rice,13,24.96,324.48,82.95
2024-07-02,South,Electronics,Laptop,9,276.83,2491.47,699.09
2024-07-02,East,Toys,Doll,6,17.93,107.58,23.87
2024-07-02,South,Toys,Puzzle,13,28.68,372.84,99.73
2024-07-02,West,Toys,Doll,12,11.56,138.72,47.4
2024-07-02,West,Toys,Action Figure,1,11.96,11.96,3.15
2024-07-03,West,Groceries,Rice,8,23.62,188.96,22.11
2024-07-03,West,Electronics,Smartphone,11,384.27,4226.97,1007.79
2024-07-03,North,Furniture,Table,11,201.71,2218.81,370.82
2024-07-04,South,Clothing,Jeans,9,76.08,684.72,156.21
2024-07-04,South,Electronics,Smartwatch,14,105.31,1474.34,385.45
2024-07-04,North,Furniture,Table,3,475.44,1426.32,479.88
2024-07-04,South,Toys,Board Game,6,29.5,177.0,26.31
2024-07-04,East,Electronics,Laptop,8,217.94,1743.52,468.22
2024-07-04,West,Toys,Doll,12,18.18,218.16,41.6
2024-07-04,East,Groceries,Beverages,13,20.08,261.04,62.72
2024-07-04,North,Toys,Doll,2,27.43,54.86,15.39
2024-07-04,North,Furniture,Table,13,464.24,6035.12,797.51
2024-07-05,South,Toys,Puzzle,6,33.45,200.7,45.38
2024-07-05,North,Toys,Puzzle,11,39.86,438.46,90.34
2024-07-05,East,Toys,Board Game,7,53.2,372.4,65.06
2024-07-05,West,Groceries,Beverages,1,11.87,11.87,2.42
2024-07-06,West,Toys,Doll,5,43.29,216.45,37.13
2024-07-06,North,Clothing,Jacket,3,40.22,120.66,38.03
2024-07-06,West,Clothing,Shoes,9,18.92,170.28,44.48
2024-07-06,North,Furniture,Sofa,6,167.47,1004.82,149.49
2024-07-06,South,Electronics,Smartwatch,10,246.72,2467.2,621.59
2024-07-07,East,Groceries,Rice,4,21.78,87.12,16.73
2024-07-07,East,Groceries,Snacks,1,27.78,27.78,8.46
2024-07-07,East,Furniture,Chair,6,443.39,2660.34,359.26
2024-07-08,South,Clothing,Jacket,13,34.01,442.13,88.83
2024-07-08,West,Groceries,Snacks,1,38.52,38.52,12.12
2024-07-08,West,Toys,Puzzle,13,13.63,177.19,55.39
2024-07-09,South,Furniture,Table,13,145.05,1885.65,451.06
2024-07-09,West,Furniture,Sofa,10,371.97,3719.7,580.62
2024-07-09,North,Toys,Action Figure,13,24.26,315.38,50.4
2024-07-09,North,Groceries,Beverages,10,30.24,302.4,100.63
2024-07-09,South,Toys,Puzzle,13,22.97,298.61,36.18
2024-07-09,South,Clothing,Jeans,3,20.4,61.2,9.11
2024-07-10,North,Clothing,T-Shirt,5,23.43,117.15,16.6
2024-07-10,West,Electronics,Headphones,6,256.54,1539.24,374.3
2024-07-10,South,Groceries,Snacks,8,27.07,216.56,49.15
2024-07-10,West,Toys,Doll,6,27.48,164.88,28.55
2024-07-11,North,Electronics,Smartphone,12,203.91,2446.92,826.69
2024-07-11,East,Furniture,Bed,8,167.67,1341.36,373.7
2024-07-11,South,Furniture,Sofa,11,80.67,887.37,207.32
2024-07-11,East,Clothing,Jacket,9,25.55,229.95,77.26
2024-07-11,North,Groceries,Rice,5,9.11,45.55,4.69
2024-07-11,West,Electronics,Smartphone,9,380.68,3426.12,1125.86
2024-07-11,South,Clothing,Jeans,13,23.15,300.95,53.66
2024-07-12,South,Groceries,Beverages,9,6.37,57.33,19.01
2024-07-12,North,Electronics,Smartwatch,11,247.12,2718.32,620.75
2024-07-12,South,Clothing,T-Shirt,2,20.19,40.38,4.45
2024-07-12,South,Groceries,Snacks,8,28.36,226.88,58.04
2024-07-12,East,Furniture,Bed,7,104.06,728.42,111.61
2024-07-12,East,Furniture,Sofa,6,246.19,1477.14,174.39
2024-07-12,South,Furniture,Sofa,5,500.13,2500.65,318.94
2024-07-12,West,Toys,Puzzle,13,24.95,324.35,58.11
2024-07-12,North,Toys,Board Game,6,27.12,162.72,47.59
2024-07-13,East,Groceries,Rice,14,22.94,321.16,55.53
2024-07-13,West,Electronics,Headphones,1,74.05,74.05,9.14
2024-07-13,East,Groceries,Snacks,7,26.73,187.11,53.25
2024-07-13,East,Groceries,Oil,3,9.44,28.32,9.19
2024-07-13,South,Toys,Action Figure,1,27.76,27.76,3.12
2024-07-13,North,Toys,Doll,4,14.6,58.4,10.61
2024-07-13,East,Clothing,T-Shirt,7,41.31,289.17,95.59
2024-07-14,West,Groceries,Snacks,13,37.58,488.54,159.15
2024-07-14,West,Furniture,Bed,8,320.6,2564.8,371.67
2024-07-14,North,Toys,Action Figure,11,55.73,613.03,93.28
2024-07-14,East,Clothing,Shoes,12,21.38,256.56,89.14
2024-07-14,East,Toys,Board Game,2,43.12,86.24,12.04
2024-07-14,South,Toys,Action Figure,9,43.48,391.32,133.18
2024-07-14,East,Electronics,Smartwatch,2,451.32,902.64,251.23
2024-07-15,South,Groceries,Oil,7,18.23,127.61,28.84
2024-07-15,East,Electronics,Smartphone,13,436.06,5668.78,1460.5
2024-07-15,East,Clothing,Jacket,14,46.28,647.92,66.9
2024-07-16,West,Groceries,Snacks,14,22.51,315.14,52.28
2024-07-16,East,Toys,Board Game,1,56.84,56.84,8.02
2024-07-16,West,Electronics,Smartwatch,12,133.96,1607.52,288.69
2024-07-16,North,Toys,Puzzle,5,11.05,55.25,8.61
2024-07-16,West,Clothing,T-Shirt,1,43.68,43.68,11.19
2024-07-16,West,Toys,Board Game,7,30.59,214.13,60.36
2024-07-16,West,Electronics,Smartphone,5,434.63,2173.15,437.46
2024-07-16,South,Clothing,Jacket,4,24.43,97.72,24.57
2024-07-16,West,Toys,Doll,14,46.5,651.0,86.54
2024-07-17,South,Groceries,Oil,13,22.29,289.77,50.94
2024-07-17,North,Furniture,Sofa,9,150.33,1352.97,273.26
2024-07-17,South,Groceries,Rice,8,6.94,55.52,14.26
2024-07-17,North,Furniture,Sofa,6,591.91,3551.46,887.6
2024-07-17,South,Clothing,Jeans,11,33.01,363.11,75.87
2024-07-17,West,Electronics,Smartphone,6,341.25,2047.5,659.2
2024-07-17,West,Furniture,Bed,13,244.63,3180.19,437.67
2024-07-17,West,Furniture,Bed,9,331.17,2980.53,1030.28
2024-07-17,North,Electronics,Smartphone,12,165.96,1991.52,599.02
2024-07-18,East,Electronics,Headphones,1,496.44,496.44,158.94
2024-07-18,South,Electronics,Laptop,6,379.6,2277.6,482.15
2024-07-18,South,Clothing,Jacket,13,38.77,504.01,60.43
2024-07-18,East,Clothing,T-Shirt,3,54.34,163.02,20.17
2024-07-18,West,Toys,Board Game,4,16.09,64.36,14.64
2024-07-18,South,Electronics,Laptop,13,499.2,6489.6,988.91
2024-07-19,East,Groceries,Beverages,1,39.72,39.72,7.41
2024-07-19,East,Furniture,Table,3,544.76,1634.28,436.9
2024-07-19,East,Furniture,Sofa,12,384.96,4619.52,1595.93
2024-07-20,South,Clothing,Shoes,12,29.24,350.88,121.29
2024-07-20,North,Clothing,Jeans,3,11.32,33.96,6.88
2024-07-20,South,Clothing,T-Shirt,9,59.64,536.76,83.16
2024-07-20,South,Electronics,Headphones,4,267.26,1069.04,143.51
2024-07-20,North,Furniture,Sofa,14,140.74,1970.36,300.24
2024-07-20,North,Toys,Puzzle,4,27.27,109.08,37.93
2024-07-20,North,Electronics,Laptop,8,305.81,2446.48,268.94
2024-07-21,North,Furniture,Bed,14,432.08,6049.12,1320.54
2024-07-21,West,Electronics,Headphones,6,255.35,1532.1,310.44
2024-07-21,West,Clothing,Jeans,4,24.95,99.8,11.46
2024-07-22,North,Groceries,Beverages,2,35.6,71.2,11.91
2024-07-22,North,Toys,Board Game,6,12.05,72.3,19.97
2024-07-22,South,Furniture,Chair,12,325.24,3902.88,818.67
2024-07-22,North,Groceries,Rice,3,29.26,87.78,16.16
2024-07-22,North,Furniture,Table,4,143.77,575.08,114.55
2024-07-22,South,Groceries,Oil,5,21.84,109.2,26.5
2024-07-23,East,Furniture,Sofa,11,513.3,5646.3,1425.03
2024-07-23,South,Electronics,Smartwatch,10,216.38,2163.8,273.46
2024-07-23,South,Furniture,Sofa,4,107.06,428.24,135.18
2024-07-23,South,Electronics,Laptop,4,313.64,1254.56,185.38
2024-07-24,North,Electronics,Smartwatch,1,161.4,161.4,52.88
2024-07-24,South,Electronics,Laptop,10,139.34,1393.4,245.66
2024-07-24,North,Groceries,Oil,11,16.59,182.49,55.97
2024-07-24,West,Groceries,Snacks,6,27.01,162.06,27.68
2024-07-24,West,Electronics,Laptop,14,107.12,1499.68,378.13
2024-07-24,South,Electronics,Headphones,5,263.88,1319.4,359.85
2024-07-24,East,Groceries,Beverages,11,29.62,325.82,110.04
2024-07-24,North,Electronics,Laptop,10,101.5,1015.0,272.07
2024-07-25,North,Clothing,Jeans,8,17.39,139.12,18.3
2024-07-25,East,Groceries,Beverages,14,9.43,132.02,25.62
2024-07-25,East,Electronics,Headphones,7,58.78,411.46,108.1
2024-07-25,East,Clothing,T-Shirt,10,30.89,308.9,87.3
2024-07-25,West,Furniture,Bed,5,80.94,404.7,74.91
2024-07-25,East,Furniture,Bed,12,350.48,4205.76,1338.89
2024-07-26,West,Clothing,T-Shirt,2,24.51,49.02,8.45
2024-07-26,South,Electronics,Smartphone,8,305.16,2441.28,492.07
2024-07-26,North,Furniture,Bed,10,238.82,2388.2,342.71
2024-07-27,West,Clothing,Shoes,13,36.56,475.28,82.59
2024-07-27,East,Toys,Puzzle,10,27.09,270.9,38.49
2024-07-27,South,Furniture,Bed,9,353.07,3177.63,676.73
2024-07-27,North,Furniture,Bed,9,211.69,1905.21,238.99
2024-07-27,North,Electronics,Headphones,6,118.7,712.2,130.5
2024-07-27,East,Electronics,Smartphone,5,211.96,1059.8,318.74
2024-07-27,East,Toys,Puzzle,14,22.59,316.26,109.19
2024-07-28,West,Clothing,Shoes,8,15.99,127.92,38.92
2024-07-28,East,Furniture,Table,10,441.94,4419.4,561.22
2024-07-28,North,Electronics,Smartphone,7,110.19,771.33,104.34
2024-07-29,West,Furniture,Table,1,455.92,455.92,136.42
2024-07-29,North,Furniture,Sofa,13,345.4,4490.2,1227.18
2024-07-29,South,Groceries,Snacks,12,34.27,411.24,112.91
2024-07-29,North,Toys,Action Figure,2,20.74,41.48,4.57
2024-07-29,West,Furniture,Table,12,492.69,5912.28,2048.49
2024-07-29,North,Furniture,Bed,10,235.31,2353.1,674.6
2024-07-29,West,Electronics,Smartwatch,12,76.65,919.8,255.63
2024-07-30,West,Groceries,Rice,3,24.55,73.65,10.63
2024-07-30,West,Electronics,Laptop,5,411.38,2056.9,455.79
2024-07-30,West,Furniture,Chair,2,144.96,289.92,29.89
2024-07-30,North,Electronics,Headphones,1,388.84,388.84,119.57
2024-07-30,South,Furniture,Sofa,11,513.36,5646.96,1824.18
2024-07-30,East,Electronics,Smartphone,13,73.26,952.38,203.18
2024-07-30,West,Groceries,Beverages,5,38.88,194.4,22.49
2024-07-31,East,Furniture,Chair,4,323.79,1295.16,219.32
2024-07-31,North,Clothing,T-Shirt,8,39.64,317.12,99.3
2024-07-31,East,Groceries,Snacks,14,29.61,414.54,140.55
2024-07-31,East,Electronics,Laptop,13,90.33,1174.29,290.56
2024-07-31,South,Furniture,Table,11,244.84,2693.24,839.14
